PMID	Journal	Title	Authors	 
CID: PMC4203698 PMID: 24486278	J Am Coll Cardiol. 2014 Apr 15;63(14):1395-404. doi: 10.1016/j.jacc.2013.12.020.  Epub 2014 Jan 30.	"Trends in the use and outcomes of ventricular assist devices among medicare beneficiaries, 2006 through 2011."	"Khazanie P(1), Hammill BG(2), Patel CB(1), Eapen ZJ(1), Peterson ED(1), Rogers JG(1), Milano CA(1), Curtis LH(1), Hernandez AF(3)."	 
24758546	Scand Cardiovasc J. 2014 Aug;48(4):209-15. doi: 10.3109/14017431.2014.917767. Epub 2014 May 28.	"High osteoprotegerin levels predict MACCE in STEMI patients, but are not associated with myocardial salvage."	"Bjerre M(1), Munk K, Sloth AD, Nielsen SS, Flyvbjerg A, Bøtker HE."	 
22057910	Clin Cardiol. 2011 Nov;34(11):682-8. doi: 10.1002/clc.20986. Epub 2011 Nov 6.	Pharmacologic prophylaxis for venous thromboembolism and 30-day outcomes among older patients hospitalized with heart failure: an analysis from the ADHERE national registry linked to Medicare claims.	"Kociol RD(1), Hammill BG, Hernandez AF, Klaskala W, Mills RM, Curtis LH, Fonarow  GC."	 
23312839	J Vasc Surg. 2013 Mar;57(3):784-90. doi: 10.1016/j.jvs.2012.09.035. Epub 2013 Jan 9.	Factors predicting resource utilization and survival after major amputation.	"Henry AJ(1), Hevelone ND, Hawkins AT, Watkins MT, Belkin M, Nguyen LL."	 
11066657	Data Strateg Benchmarks. 2000 Apr;4(4):49-53.	Hospitals cut CHF readmissions with benchmarking.	[No authors listed]	 
22587746	Congest Heart Fail. 2012 May-Jun;18(3):165-72. doi: 10.1111/j.1751-7133.2011.00257.x. Epub 2011 Oct 17.	Poor prognosis in chronic heart failure patients with reduced ejection fraction in China.	"Cheng Z(1), Zhu K, Chen T, Gao P, Cheng K, Fang L, Deng H, Zhu W, Fang Q."	 
18851887	Int J Cardiol. 2010 Feb 18;139(1):60-7. doi: 10.1016/j.ijcard.2008.09.003. Epub 2008 Oct 12.	Quality of life predicts outcome in a heart failure disease management program.	"O'Loughlin C(1), Murphy NF, Conlon C, O'Donovan A, Ledwidge M, McDonald K."	 
18625917	Arch Intern Med. 2008 Jul 14;168(13):1371-86. doi: 10.1001/archinte.168.13.1371.	Statistical models and patient predictors of readmission for heart failure: a systematic review.	"Ross JS(1), Mulvey GK, Stauffer B, Patlolla V, Bernheim SM, Keenan PS, Krumholz HM."	 
21063875	Heart Vessels. 2011 May;26(3):313-20. doi: 10.1007/s00380-010-0057-5. Epub 2010 Nov 10.	Prognostic importance of comorbidities in heart failure with preserved left ventricular ejection fraction.	"Maréchaux S(1), Six-Carpentier MM, Bouabdallaoui N, Montaigne D, Bauchart JJ, Mouquet F, Auffray JL, Le Tourneau T, Asseman P, LeJemtel TH, Ennezat PV."	 
23701906	Aust Health Rev. 2013 Jun;37(3):362-8. doi: 10.1071/AH12042.	Hospital readmission among older adults with congestive heart failure.	"Islam T(1), O'Connell B, Lakhan P."	 
12494151	Kardiologiia. 2002;42(5):56-61.	[Effect of therapeutic education of patients with chronic heart failure on quality of life and requirement of rehospitalizations. Results of 12-months randomized study].	[Article in Russian]	 
12943893	Am J Cardiol. 2003 Sep 1;92(5):625-8.	Usefulness of anemia as a predictor of death and rehospitalization in patients with decompensated heart failure.	"Felker GM(1), Gattis WA, Leimberger JD, Adams KF, Cuffe MS, Gheorghiade M, O'Connor CM."	 
20719721	Heart Surg Forum. 2010 Aug;13(4):E212-7. doi: 10.1532/HSF98.20101009.	Readmission to the intensive care unit after fast-track cardiac surgery: an analysis of risk factors and outcome according to the type of operation.	"Toraman F(1), Senay S, Gullu U, Karabulut H, Alhan C."	 
10492272	Chest. 1999 Sep;116(3):688-92.	Surgical ICU recidivism after cardiac operations.	"Cohn WE(1), Sellke FW, Sirois C, Lisbon A, Johnson RG."	 
24621797	JACC Heart Fail. 2013 Feb;1(1):31-9. doi: 10.1016/j.jchf.2012.11.001. Epub 2013 Feb 4.	"Unplanned hospital readmissions after HeartMate II implantation: frequency, risk  factors, and impact on resource use and survival."	"Smedira NG(1), Hoercher KJ(2), Lima B(3), Mountis MM(4), Starling RC(4), Thuita L(5), Schmuhl DM(2), Blackstone EH(6)."	 
14975475	J Am Coll Cardiol. 2004 Feb 18;43(4):635-41.	Predischarge B-type natriuretic peptide assay for identifying patients at high risk of re-admission after decompensated heart failure.	"Logeart D(1), Thabut G, Jourdain P, Chavelas C, Beyne P, Beauvais F, Bouvier E, Solal AC."	 
24469874	Cardiol J. 2013;20(5):506-12. doi: 10.5603/CJ.2013.0136.	Hyponatremia as predictor of worse outcome in real world patients admitted with acute heart failure.	"Arévalo Lorido JC(1), Carretero Gómez J, Formiga F, Montero Pérez-Barquero M, Trullás Vila JC, Aramburu Bodas O, Ceresuela LM; RICA Investigators."	 
CID: PMC4033182 PMID: 24647052	Heart. 2014 Jun;100(12):923-9. doi: 10.1136/heartjnl-2013-305294. Epub 2014 Mar 19.	Prospective development and validation of a model to predict heart failure hospitalisation.	"Cubbon RM(1), Woolston A(2), Adams B(1), Gale CP(3), Gilthorpe MS(2), Baxter PD(2), Kearney LC(1), Mercer B(1), Rajwani A(1), Batin PD(4), Kahn M(1), Sapsford RJ(5), Witte KK(1), Kearney MT(1)."	 
14622672	Eur J Cardiovasc Nurs. 2002 Oct;1(3):183-8.	Psychosocial factors and their association with clinical outcomes in patients with heart failure: why clinicians do not seem to care.	Moser DK(1).	 
21348567	Am J Manag Care. 2011 Jan;17(1):41-8.	Relationship between patient satisfaction with inpatient care and hospital readmission within 30 days.	"Boulding W(1), Glickman SW, Manary MP, Schulman KA, Staelin R."	 
CID: PMC3027304 PMID: 20736442	Circ Cardiovasc Qual Outcomes. 2010 Sep;3(5):459-67. doi: 10.1161/CIRCOUTCOMES.110.957613. Epub 2010 Aug 24.	National patterns of risk-standardized mortality and readmission for acute myocardial infarction and heart failure. Update on publicly reported outcomes measures based on the 2010 release.	"Bernheim SM(1), Grady JN, Lin Z, Wang Y, Wang Y, Savage SV, Bhat KR, Ross JS, Desai MM, Merrill AR, Han LF, Rapp MT, Drye EE, Normand SL, Krumholz HM."	 
24986895	Heart. 2014 Nov;100(22):1780-5. doi: 10.1136/heartjnl-2014-305747. Epub 2014 Jul  1.	Low prealbumin is strongly associated with adverse outcome in heart failure.	"Lourenço P(1), Silva S(1), Friões F(1), Alvelos M(1), Amorim M(1), Couto M(1), Torres-Ramalho P(1), Guimarães JT(2), Araújo JP(1), Bettencourt P(1)."	 
21788585	Circulation. 2011 Aug 9;124(6):712-9. doi: 10.1161/CIRCULATIONAHA.111.026088. Epub 2011 Jul 25.	The need for multiple measures of hospital quality: results from the Get with the Guidelines-Heart Failure Registry of the American Heart Association.	"Hernandez AF(1), Fonarow GC, Liang L, Heidenreich PA, Yancy C, Peterson ED."	 
15947318	Chest. 2005 Jun;127(6):2042-8.	Improving outcomes in heart failure in the community: long-term survival benefit  of a disease-management program.	"Akosah KO(1), Schaper AM, Haus LM, Mathiason MA, Barnhart SI, McHugh VL."	 
CID: PMC3752924 PMID: 23677314	JAMA. 2013 May 15;309(19):2025-34. doi: 10.1001/jama.2013.4982.	"Association of single- vs dual-chamber ICDs with mortality, readmissions, and complications among patients receiving an ICD for primary prevention."	"Peterson PN(1), Varosy PD, Heidenreich PA, Wang Y, Dewland TA, Curtis JP, Go AS,  Greenlee RT, Magid DJ, Normand SL, Masoudi FA."	 
24140417	Arch Cardiovasc Dis. 2013 Nov;106(11):570-85. doi: 10.1016/j.acvd.2013.08.002. Epub 2013 Oct 18.	First hospitalization for heart failure in France in 2009: patient characteristics and 30-day follow-up.	"Tuppin P(1), Cuerq A, de Peretti C, Fagot-Campagna A, Danchin N, Juillière Y, Alla F, Allemand H, Bauters C, Drici MD, Hagège A, Jondeau G, Jourdain P, Leizorovicz A, Paccaud F."	 
10860090	Med J Aust. 2000 Mar 20;172(6):261-5.	Death and readmission in the year after hospital admission with cardiovascular disease: the Hunter Area Heart and Stroke Register.	"Heller RF(1), Fisher JD, D'Este CA, Lim LL, Dobson AJ, Porter R."	 
23787720	Eur J Heart Fail. 2013 Nov;15(11):1228-35. doi: 10.1093/eurjhf/hft100. Epub 2013  Jun 19.	Serum aldosterone is associated with mortality and re-hospitalization in patients with reduced ejection fraction hospitalized for acute heart failure: analysis from the EVEREST trial.	"Girerd N(1), Pang PS, Swedberg K, Fought A, Kwasny MJ, Subacius H, Konstam MA, Maggioni A, Gheorghiade M, Zannad F; EVEREST investigators."	 
12042009	Eur Heart J. 2002 Jun;23(11):877-85.	Hospitalization of patients with heart failure: a population-based study.	"Cowie MR(1), Fox KF, Wood DA, Metcalfe C, Thompson SG, Coats AJ, Poole-Wilson PA, Sutton GC."	 
11926018	Ital Heart J. 2002 Feb;3(2):96-103.	A population-based study on overt heart failure in Lombardy (survey of hospitalization in 1996 and 1997).	"Gronda E(1), Mangiavacchi M, Andreuzzi B, Municinò A, Bologna A, Schweiger C, Barbieri P."	 
16177944	Herzschrittmacherther Elektrophysiol. 2005 Sep;16(3):176-82.	[Telemonitoring in chronic heart failure patients. Which diagnostic finding prevents hospital readmission?].	[Article in German]	 
19657321	Kidney Int. 2009 Oct;76(8):900-6. doi: 10.1038/ki.2009.295. Epub 2009 Aug 5.	The impact of transient and persistent acute kidney injury on long-term outcomes  after acute myocardial infarction.	"Goldberg A(1), Kogan E, Hammerman H, Markiewicz W, Aronson D."	 
11161917	Eur Heart J. 2001 Jan;22(2):153-64.	Clinical events leading to the progression of heart failure: insights from a national database of hospital discharges.	"Khand AU(1), Gemmell I, Rankin AC, Cleland JG."	 
22748633	Heart Lung Circ. 2013 Mar;22(3):179-83. doi: 10.1016/j.hlc.2012.05.008. Epub 2012 Jun 28.	Importance of predictors of rehospitalisation in heart failure: a survey of heart failure experts.	"Betihavas V(1), Newton PJ, Frost SA, Alexandrou E, Macdonald PS, Davidson PM."	 
23330527	Lakartidningen. 2012 Nov 28-Dec 4;109(48):2211-5.	[The risk of acute readmission can be predicted. Former care consumption patterns and certain diagnoses are strongly predictive].	[Article in Swedish]	 
19645043	Clin Cardiol. 2009 Sep;32(9):E62-5. doi: 10.1002/clc.20513.	Preinfarction angina prior to first myocardial infarction does not influence long-term prognosis: a retrospective study with subgroup analysis in elderly and  diabetic patients.	"Jiménez-Navarro MF(1), Muñoz-García A, Ramirez-Marrero MA, Dominguez-Franco A, García Alcántara A, Gómez-Doblas JJ, Alonso-Briales J, Hernández-García JM, Salva D, Rodriguez-Losada N, de Teresa E."	 
24783465	Acta Cardiol. 2014 Apr;69(2):145-54.	Implementation of transmural disease management in patients admitted with advanced heart failure.	"Duchenne J, Verbrugge FH, Dupont M, Vercammen J, Jacobs L, Grieten L, Vandervoort P, Mullens W."	 
16213040	Int J Cardiol. 2006 Apr 28;109(1):108-13. Epub 2005 Oct 5.	Predicting readmissions and cardiovascular events in heart failure patients.	"Mejhert M(1), Kahan T, Persson H, Edner M."	 
CID: PMC3027222 PMID: 20887617	Congest Heart Fail. 2010 Sep-Oct;16(5):208-13. doi: 10.1111/j.1751-7133.2010.00151.x.	The 6-minute walk is associated with frailty and predicts mortality in older adults with heart failure.	"Boxer R(1), Kleppinger A, Ahmad A, Annis K, Hager D, Kenny A."	 
CID: PMC3786352 PMID: 22247483	Circ Heart Fail. 2012 Mar 1;5(2):160-6. doi: 10.1161/CIRCHEARTFAILURE.111.963561. Epub 2012 Jan 13.	Acculturation and outcomes among patients with heart failure.	"Peterson PN(1), Campagna EJ, Maravi M, Allen LA, Bull S, Steiner JF, Havranek EP, Dickinson LM, Masoudi FA."	 
11152851	"Am J Cardiol. 2001 Jan 15;87(2):234-7, A9."	Simple clinical variables are markers of the propensity for readmission in patients hospitalized with heart failure.	"Harjai KJ(1), Thompson HW, Turgut T, Shah M."	 
CID: PMC4256820 PMID: 25475485	J Cardiovasc Magn Reson. 2014 Dec 5;16:93. doi: 10.1186/s12968-014-0093-x.	The role of cardiovascular magnetic resonance in stratifying paravalvular leak severity after transcatheter aortic valve replacement: an observational outcome study.	"Hartlage GR, Babaliaros VC, Thourani VH, Hayek S, Chrysohoou C, Ghasemzadeh N, Stillman AE, Clements SD, Oshinski JN, Lerakis S(1)."	 
9200021	J Cardiovasc Nurs. 1997 Jul;11(4):75-84.	Factors contributing to rehospitalization of elderly patients with heart failure.	"Happ MB(1), Naylor MD, Roe-Prior P."	 
20215973	Eur J Emerg Med. 2010 Aug;17(4):197-202. doi: 10.1097/MEJ.0b013e32832f7666.	Predicting the risk of reattendance for acute heart failure patients discharged from Spanish Emergency Department observation units.	"Miró O(1), Llorens P, Martín-Sánchez FJ, Herrero P, Jacob J, Pérez-Durá MJ, González C, Alonso H, Gil V, Alvarez AB, Perelló R, González-Armengol JJ."	 
18381185	J Card Fail. 2008 Apr;14(3):219-24. doi: 10.1016/j.cardfail.2007.10.009.	B-type natriuretic Peptide-guided treatment for predicting outcome in patients hospitalized in sub-intensive care unit with acute heart failure.	"Valle R(1), Aspromonte N, Giovinazzo P, Carbonieri E, Chiatto M, di Tano G, Feola M, Milli M, Fontebasso A, Barro S, Bardellotto S, Milani L."	 
23528787	J Telemed Telecare. 2013 Feb;19(2):107-12. doi: 10.1258/jtt.2012.120509. Epub 2013 Mar 25.	Use of a homecare electronic health record to find associations between patient characteristics and re-hospitalizations in patients with heart failure using telehealth.	"Radhakrishnan K(1), Jacelon CS, Bigelow C, Roche J, Marquard J, Bowles KH."	 
18596499	J Cardiovasc Nurs. 2008 Jul-Aug;23(4):349-56. doi: 10.1097/01.JCN.0000317434.29339.14.	Does oxygen saturation or distance walked predict rehospitalization in heart failure?	"Howie-Esquivel J(1), Dracup K."	 
12754028	Eur J Cardiothorac Surg. 2003 May;23(5):748-54; discussion 754-5.	The Jarvik 2000 is associated with less infections than the HeartMate left ventricular assist device.	"Siegenthaler MP(1), Martin J, Pernice K, Doenst T, Sorg S, Trummer G, Friesewinkel O, Beyersdorf F."	 
24500236	J Cardiovasc Med (Hagerstown). 2014 Jan;15(1):33-41. doi: 10.2459/JCM.0b013e328364100b.	Plasma cortisol and prognosis of patients with acute myocardial infarction.	"Jutla SK(1), Yuyun MF, Quinn PA, Ng LL."	 
25632038	Circ Res. 2015 Apr 10;116(8):1361-77. doi: 10.1161/CIRCRESAHA.116.304386. Epub 2015 Jan 28.	Meta-analysis of cell therapy trials for patients with heart failure.	"Fisher SA(1), Doree C(1), Mathur A(1), Martin-Rendon E(2)."	 
CID: PMC4169696 PMID: 24846806	Am J Cardiol. 2014 Jul 1;114(1):79-82. doi: 10.1016/j.amjcard.2014.03.062. Epub 2014 Apr 18.	"Spironolactone use and higher hospital readmission for Medicare beneficiaries with heart failure, left ventricular ejection fraction <45%, and estimated glomerular filtration rate <45 ml/min/1.73 m(2.)."	"Inampudi C(1), Parvataneni S(2), Morgan CJ(2), Deedwania P(3), Fonarow GC(4), Sanders PW(5), Prabhu SD(5), Butler J(6), Forman DE(7), Aronow WS(8), Allman RM(9), Ahmed A(5)."	 
21187265	J Card Fail. 2011 Jan;17(1):54-75. doi: 10.1016/j.cardfail.2010.08.010.	"Hospitalization epidemic in patients with heart failure: risk factors, risk prediction, knowledge gaps, and future directions."	"Giamouzis G(1), Kalogeropoulos A, Georgiopoulou V, Laskar S, Smith AL, Dunbar S,  Triposkiadis F, Butler J."	 
21835285	Am Heart J. 2011 Aug;162(2):254-261.e3. doi: 10.1016/j.ahj.2011.05.009. Epub 2011 Jul 18.	Readmission rates for Hispanic Medicare beneficiaries with heart failure and acute myocardial infarction.	"Rodriguez F(1), Joynt KE, López L, Saldaña F, Jha AK."	 
23942680	JAMA. 2013 Aug 14;310(6):617-26. doi: 10.1001/jama.2013.8641.	"QRS duration, bundle-branch block morphology, and outcomes among older patients with heart failure receiving cardiac resynchronization therapy."	"Peterson PN(1), Greiner MA, Qualls LG, Al-Khatib SM, Curtis JP, Fonarow GC, Hammill SC, Heidenreich PA, Hammill BG, Piccini JP, Hernandez AF, Curtis LH, Masoudi FA."	 
24578234	Curr Heart Fail Rep. 2014 Jun;11(2):178-87. doi: 10.1007/s11897-014-0192-x.	Interventions for heart failure readmissions: successes and failures.	"Fleming LM(1), Kociol RD."	 
19539533	Eur J Cardiovasc Nurs. 2009 Oct;8(4):251-8. doi: 10.1016/j.ejcnurse.2009.05.001.  Epub 2009 Jun 17.	Perceived loneliness and social support in patients with chronic heart failure.	"Löfvenmark C(1), Mattiasson AC, Billing E, Edner M."	 
19597298	Circ J. 2009 Sep;73(9):1669-73. Epub 2009 Jul 13.	Prognostic significance of cystatin C in patients with ST-elevation myocardial infarction.	"Ichimoto E(1), Jo K, Kobayashi Y, Inoue T, Nakamura Y, Kuroda N, Miyazaki A, Komuro I."	 
22967266	Congenit Heart Dis. 2013 Mar-Apr;8(2):103-10. doi: 10.1111/j.1747-0803.2012.00717.x. Epub 2012 Sep 12.	Impact of central venous pressure on cardiorenal interactions in adult patients with congenital heart disease after biventricular repair.	"Ohuchi H(1), Ikado H, Noritake K, Miyazaki A, Yasuda K, Yamada O."	 
18683451	J N Y State Nurses Assoc. 2007 Fall-2008 Winter;38(2):13-9.	Heart and brain matters in heart failure: a literature review.	"Athilingam P(1), King KB."	 
24104952	Int J Cardiovasc Imaging. 2014 Jan;30(1):129-36. doi: 10.1007/s10554-013-0303-x.  Epub 2013 Oct 9.	"Impact of white blood cell count on myocardial salvage, infarct size, and clinical outcomes in patients undergoing primary percutaneous coronary intervention for ST-segment elevation myocardial infarction: a magnetic resonance imaging study."	"Chung S(1), Song YB, Hahn JY, Chang SA, Lee SC, Choe YH, Choi SH, Choi JH, Lee SH, Oh JK, Gwon HC."	 
24939288	Int J Cardiovasc Imaging. 2014 Oct;30(7):1289-95. doi: 10.1007/s10554-014-0468-y. Epub 2014 Jun 18.	Prognostic significance of dilated inferior vena cava in advanced decompensated heart failure.	"Lee HF(1), Hsu LA, Chang CJ, Chan YH, Wang CL, Ho WJ, Chu PH."	 
11215354	"Clin Resour Manag. 2001 Jan;2(1):12-3, 1."	Heart failure intervention cuts return trips to hospital.	[No authors listed]	 
18954244	Telemed J E Health. 2008 Oct;14(8):753-61. doi: 10.1089/tmj.2007.0131.	Evaluation of home telehealth following hospitalization for heart failure: a randomized trial.	"Wakefield BJ(1), Ward MM, Holman JE, Ray A, Scherubel M, Burns TL, Kienzle MG, Rosenthal GE."	 
CID: PMC3948512 PMID: 23552901	Heart Vessels. 2014 Mar;29(2):156-64. doi: 10.1007/s00380-013-0339-9. Epub 2013 Apr 4.	Impact of aging on the clinical outcomes of Japanese patients with coronary artery disease after percutaneous coronary intervention.	"Kaneko H(1), Yajima J, Oikawa Y, Tanaka S, Fukamachi D, Suzuki S, Sagara K, Otsuka T, Matsuno S, Funada R, Kano H, Uejima T, Koike A, Nagashima K, Kirigaya H, Sawada H, Aizawa T, Yamashita T."	 
11782850	J Card Fail. 2001 Dec;7(4):289-98.	Quality of care and hospital readmission in congestive heart failure: an explicit review process.	"Polanczyk CA(1), Newton C, Dec GW, Di Salvo TG."	 
22133785	Rev Esp Cardiol (Engl Ed). 2012 May;65(5):421-6. doi: 10.1016/j.recesp.2011.09.011. Epub 2011 Nov 30.	Influence of obesity and malnutrition on acute heart failure.	"[Article in English, Spanish]"	 
20803666	J Hosp Med. 2010 Jul-Aug;5(6):E9. doi: 10.1002/jhm.796.	In response to: The paradox of readmission.	Cakir B.	 
22556322	Circ Heart Fail. 2012 Jul 1;5(4):414-21. doi: 10.1161/CIRCHEARTFAILURE.111.964791. Epub 2012 May 2.	Lifetime analysis of hospitalizations and survival of patients newly admitted with heart failure.	"Chun S(1), Tu JV, Wijeysundera HC, Austin PC, Wang X, Levy D, Lee DS."	 
15182766	Eur J Heart Fail. 2004 Jun;6(4):421-6.	Impact of atrial fibrillation on mortality and readmission in older adults hospitalized with heart failure.	"Ahmed A(1), Thornton P, Perry GJ, Allman RM, DeLong JF."	 
24440024	JACC Cardiovasc Interv. 2014 Feb;7(2):128-36. doi: 10.1016/j.jcin.2013.08.015. Epub 2014 Jan 15.	Impact of new-onset persistent left bundle branch block on late clinical outcomes in patients undergoing transcatheter aortic valve implantation with a balloon-expandable valve.	"Urena M(1), Webb JG(2), Cheema A(3), Serra V(4), Toggweiler S(2), Barbanti M(2),  Cheung A(2), Ye J(2), Dumont E(1), DeLarochellière R(1), Doyle D(1), Al Lawati HA(2), Peterson M(3), Chisholm R(3), Igual A(4), Ribeiro HB(1), Nombela-Franco L(1), Philippon F(1), Garcia del Blanco B(4), Rodés-Cabau J(5)."	 
20047541	Med J Aust. 2010 Jan 4;192(1):9-13.	"Caveat anicula! Beware of quiet little old ladies: demographic features, pharmacotherapy, readmissions and survival in a 10-year cohort of patients with heart failure and preserved systolic function."	"Wong DT(1), Clark RA, Dundon BK, Philpott A, Molaee P, Shakib S."	 
21089116	Clin Cardiol. 2010 Nov;33(11):708-14. doi: 10.1002/clc.20812.	Higher C-reactive protein predicts worse prognosis in acute heart failure only in noninfected patients.	"Lourenço P(1), Paulo Araújo J, Paulo C, Mascarenhas J, Friões F, Azevedo A, Bettencourt P."	 
20647209	N Engl J Med. 2010 Jul 15;363(3):297-8. doi: 10.1056/NEJMc1001882.	Are all readmissions bad readmissions?	"Gorodeski EZ, Starling RC, Blackstone EH."	 
20553635	Psychol Med. 2011 Apr;41(4):731-8. doi: 10.1017/S0033291710001133. Epub 2010 Jun  16.	Vital exhaustion and cardiovascular prognosis in myocardial infarction and heart  failure: predictive power of different trajectories.	"Smith OR(1), Kupper N, Denollet J, de Jonge P."	 
22694830	Cardiol Young. 2013 Apr;23(2):258-64. doi: 10.1017/S1047951112000777. Epub 2012 Jun 14.	Extended survival and re-hospitalisation among paediatric patients requiring extracorporeal membrane oxygenation for primary cardiac dysfunction.	"Erwin N(1), Zuk J, Kaufman J, Pan Z, Carpenter E, Mitchell MB, da Cruz EM."	 
18696021	Clin Res Cardiol. 2008 Dec;97(12):882-90. doi: 10.1007/s00392-008-701-6. Epub 2008 Aug 11.	The initial slope of the VCO2/VO2-curve (s1) in cardiopulmonary exercise testing  is a strong and independent predictor of outcome in patients with previous myocardial infarction.	"Honold J(1), Geiger L, Assmus B, Fischer-Rasokat U, Schaechinger V, Zeiher AM, Spyridopoulos I."	 
25740584	Int Heart J. 2015;56(2):219-25. doi: 10.1536/ihj.14-290. Epub 2015 Feb 27.	Incidence and predictors of rehospitalization of acute heart failure patients.	"Kaneko H(1), Suzuki S, Goto M, Arita T, Yuzawa Y, Yagi N, Murata N, Kato Y, Kano  H, Matsuno S, Otsuka T, Uejima T, Oikawa Y, Sagara K, Nagashima K, Kirigaya H, Sawada H, Aizawa T, Yajima J, Yamashita T."	 
23711763	Cardiology. 2013;125(2):96-103. doi: 10.1159/000348334. Epub 2013 May 24.	QRS prolongation in the prediction of clinical cardiac events in patients with acute heart failure: analysis of data from the Korean Acute Heart Failure Registry.	"Park HS(1), Kim H, Park JH, Han S, Yoo BS, Shin MS, Seong IW, Ahn Y, Kang SM, Kim JJ, Jeon ES, Cho MC, Choi DJ, Chae SC, Kim YJ, Seo HS, Oh BH, Lee MM, Ryu KH."	 
11179543	"Am J Cardiol. 2001 Feb 15;87(4):483-7, A7."	Effect of combined aspirin and angiotensin-converting enzyme inhibitor therapy versus angiotensin-converting enzyme inhibitor therapy alone on readmission rates in heart failure.	"Harjai KJ(1), Nunez E, Turgut T, Newman J."	 
20155855	Clin Cardiol. 2010 Mar;33(3):E13-8. doi: 10.1002/clc.20476.	Influence of gender on long-term prognosis of patients with chronic heart failure seen in heart failure clinics.	"Jiménez-Navarro MF(1), Ramirez-Marrero MA, Anguita-Sánchez M, Castillo JC; BADAPIC Investigators."	 
CID: PMC2629048 PMID: 19033590	JAMA. 2008 Nov 26;300(20):2398-406. doi: 10.1001/jama.2008.716.	Long-term outcomes and costs of ventricular assist devices among Medicare beneficiaries.	"Hernandez AF(1), Shea AM, Milano CA, Rogers JG, Hammill BG, O'Connor CM, Schulman KA, Peterson ED, Curtis LH."	 
10334424	J Am Coll Cardiol. 1999 May;33(6):1560-6.	Prediction of hospital readmission for heart failure: development of a simple risk score based on administrative data.	"Philbin EF(1), DiSalvo TG."	 
CID: PMC2243942 PMID: 11079839	Proc AMIA Symp. 2000:32-6.	Risk stratification in heart failure using artificial neural networks.	"Atienza F(1), Martinez-Alzamora N, De Velasco JA, Dreiseitl S, Ohno-Machado L."	 
25200338	Am J Cardiol. 2014 Nov 1;114(9):1379-82. doi: 10.1016/j.amjcard.2014.07.071. Epub 2014 Aug 12.	Derivation and validation of a 30-day heart failure readmission model.	"Fleming LM(1), Gavin M(2), Piatkowski G(2), Chang JD(2), Mukamal KJ(2)."	 
21889893	Aust Crit Care. 2012 Feb;25(1):31-40. doi: 10.1016/j.aucc.2011.07.004. Epub 2011  Sep 1.	What are the factors in risk prediction models for rehospitalisation for adults with chronic heart failure?	"Betihavas V(1), Davidson PM, Newton PJ, Frost SA, Macdonald PS, Stewart S."	 
21726908	Int J Cardiol. 2013 Feb 20;163(2):149-56. doi: 10.1016/j.ijcard.2011.06.009. Epub 2011 Jul 2.	Identifying patients at risk of death or hospitalisation due to worsening heart failure using decision tree analysis: evidence from the Trans-European Network-Home-Care Management System (TEN-HMS) study.	"Zhang J(1), Goode KM, Rigby A, Balk AH, Cleland JG."	 
8289096	J Gen Intern Med. 1993 Nov;8(11):585-90.	"Prevention of readmission in elderly patients with congestive heart failure: results of a prospective, randomized pilot study."	"Rich MW(1), Vinson JM, Sperry JC, Shah AS, Spinner LR, Chung MK, Davila-Roman V."	 
25350259	J Fam Pract. 2014 Aug;63(8):430-8a.	Strategies to help reduce hospital readmissions.	"Snyderman D(1), Salzman B, Mills G, Hersh L, Parks S."	 
20498608	Eur J Cardiovasc Prev Rehabil. 2010 Aug;17(4):393-402. doi: 10.1097/HJR.0b013e328334ea56.	Can a heart failure-specific cardiac rehabilitation program decrease hospitalizations and improve outcomes in high-risk patients?	"Davidson PM(1), Cockburn J, Newton PJ, Webster JK, Betihavas V, Howes L, Owensby  DO."	 
18926154	Am Heart J. 2008 Oct;156(4):728-35. doi: 10.1016/j.ahj.2008.05.033.	Clinical characteristics associated with poor long-term survival among patients with diabetes mellitus undergoing saphenous vein graft interventions.	"Mehta RH(1), Honeycutt E, Shaw LK, Sketch MH Jr."	 
CID: PMC3876390 PMID: 23742056	Health Serv Res. 2013 Dec;48(6 Pt 1):1978-95. doi: 10.1111/1475-6773.12075. Epub  2013 Jun 6.	Implications of metric choice for common applications of readmission metrics.	"Davies S(1), Saynina O, Schultz E, McDonald KM, Baker LC."	 
15893183	J Am Coll Cardiol. 2005 May 17;45(10):1654-64. Epub 2005 Apr 22.	Noninvasive home telemonitoring for patients with heart failure at high risk of recurrent admission and death: the Trans-European Network-Home-Care Management System (TEN-HMS) study.	"Cleland JG(1), Louis AA, Rigby AS, Janssens U, Balk AH; TEN-HMS Investigators."	 
25074375	Circ Cardiovasc Qual Outcomes. 2014 Sep;7(5):749-56. doi: 10.1161/CIRCOUTCOMES.113.000911. Epub 2014 Jul 29.	Place of residence and outcomes of patients with heart failure: analysis from the telemonitoring to improve heart failure outcomes trial.	"Bikdeli B(1), Wayda B(1), Bao H(1), Ross JS(1), Xu X(1), Chaudhry SI(1), Spertus  JA(1), Bernheim SM(1), Lindenauer PK(1), Krumholz HM(2)."	 
23978366	Int J Cardiol. 2013 Oct 15;168(6):5316-22. doi: 10.1016/j.ijcard.2013.08.009. Epub 2013 Aug 15.	Coronary artery bypass grafting in patients with left ventricular dysfunction: predictors of long-term survival and impact of surgical strategies.	"Yoo JS(1), Kim JB, Jung SH, Choo SJ, Chung CH, Lee JW."	 
